customer_id,age,gender,tenure_months,contract_type,monthly_charges,total_charges,internet_service,phone_service,avg_monthly_gb_used,num_support_tickets,avg_monthly_minutes,satisfaction_score,payment_method,num_additional_services,last_interaction_date,churned,billing_complaint_count,competitor_offer_received,network_outage_hours,last_plan_change_days,charge_per_tenure,support_rate,tenure_x_charges,satisfaction_x_tickets,is_new_customer,is_high_spender,low_satisfaction,charges_to_total_ratio,gb_per_charge,minutes_per_charge
TC-002158,37.23427355,Male,40.32383725,Month-to-month,15.0,609.99,No,Yes,3.46,3,342.1,4.9,Bank transfer,5,23/06/2024,0,1,0,2.1,231.0,0.37198840742766864,0.07439768148553373,604.85755875,14.700000000000001,0,0,0,0.024590567058476367,0.23066666666666666,22.80666666666667
TC-002112,39.55810641,Female,1.026925007,Month-to-month,74.33,185.11,No,No,4.25,0,207.1,3.8,Electronic check,3,21/05/2024,0,2,0,2.9,23.0,72.3811373696541,0.0,76.33133577031,0.0,1,0,1,0.4015450272810761,0.057177451903672814,2.7862235974707388
TC-001584,42.92519775,Female,11.72615824,Month-to-month,32.78,461.58,DSL,Yes,3.86,3,152.9,8.8,Electronic check,2,22/06/2024,1,3,0,6.1,26.0,2.7954594615806583,0.2558382667706521,384.38346710720003,26.400000000000002,0,0,0,0.07101694180857057,0.11775472849298352,4.6644295302013425
TC-000612,41.16622994,Female,1.040573363,Two year,58.46,19.25,DSL,Yes,7.76,2,461.8,6.0,Credit card,0,08/06/2024,0,3,0,4.2,110.0,56.180565521548914,1.9220172946133736,60.831918800980006,12.0,1,0,0,3.036883116883117,0.13274033527198084,7.89941840574752
TC-003308,47.42491592,Unknown,21.60978894,One year,105.48,2113.74,DSL,No,57.45,1,253.8,8.0,Bank transfer,0,28/06/2024,0,3,1,10.9,41.0,4.881121249858907,0.0462753247047678,2279.4005373912,8.0,0,1,0,0.04990206931789152,0.5446530147895335,2.4061433447098977
TC-003785,42.22774414,Male,9.179466545,Month-to-month,105.37,931.41,No,No,6.78,3,348.3,6.1,Mailed check,3,17/06/2024,1,2,1,2.0,12.0,11.47888055187634,0.3268163771057134,967.24038984665,18.299999999999997,0,1,0,0.11312955626415865,0.0643446901395084,3.305494922653507
TC-000577,45.53421837,Female,45.47128249,One year,30.6,1436.62,Fiber optic,Yes,14.91,0,442.3,6.4,Credit card,1,19/06/2024,0,1,0,9.8,26.0,0.672952209050394,0.0,1391.421244194,0.0,0,0,0,0.021299995823530232,0.4872549019607843,14.454248366013072
TC-002105,24.15882161,Male,1.0,Month-to-month,69.69,221.01,DSL,Yes,26.08,2,482.2,4.0,Credit card,1,03/06/2024,1,2,1,5.9,140.0,69.69,2.0,69.69,8.0,1,0,1,0.3153250984118366,0.3742287272205481,6.919213660496484
TC-004481,24.0821559,Male,1.654807933,Month-to-month,90.73,273.69,Fiber optic,No,14.39,3,417.1,4.0,Mailed check,1,19/06/2024,1,4,0,0.7,34.0,54.828115209428354,1.8128992133614577,150.14072376109002,12.0,1,1,1,0.33150644890204245,0.15860244682023586,4.597156398104265
TC-001181,44.69841227,Male,66.18742264,One year,107.92,7173.9,Fiber optic,No,15.24,1,380.6,8.0,Bank transfer,0,13/06/2024,0,1,0,9.7,25.0,1.6305212636392818,0.0151086106712313,7142.946651308799,8.0,0,1,0,0.015043421291069016,0.1412157153446998,3.526686434395849
TC-000889,50.85982246,Female,30.15761001,Month-to-month,74.25,2238.98,No,No,36.7,1,310.6,9.6,Credit card,2,21/04/2024,0,1,0,3.6,71.0,2.4620651296763687,0.033159126325607656,2239.2025432425,9.6,0,0,0,0.03316242217438298,0.4942760942760943,4.183164983164984
TC-003193,76.22477755,Male,15.193228005,Month-to-month,55.29,953.64,DSL,Yes,25.68,0,248.8,2.0,Bank transfer,5,25/06/2024,0,2,0,0.6,45.0,3.6391213231187205,0.0,840.03357639645,0.0,0,0,1,0.05797785327796653,0.46446011937059145,4.499909567733767
TC-002433,41.64671774,Female,6.486207169,Month-to-month,68.29,474.87,Fiber optic,Yes,3.52,4,481.4,6.1,Bank transfer,5,26/06/2024,1,2,1,8.6,21.0,10.528495038885492,0.6166932223684575,442.94308757101004,24.4,0,0,0,0.14380777897108685,0.05154488212036901,7.049348367257284
TC-003075,31.00450507,Female,30.63237115,Month-to-month,67.23,2007.8,Fiber optic,Yes,1.63,1,236.2,4.2,Mailed check,1,28/05/2024,0,1,0,2.1,44.0,2.194737053517321,0.032645203830392995,2059.4143124145003,4.2,0,0,0,0.03348441079788824,0.02424512866279934,3.5133125092964446
TC-000818,55.34446193,Male,16.78239319,Two year,83.1,1399.74,No,No,46.79,3,301.9,6.6,Credit card,1,05/06/2024,0,1,0,3.6,21.0,4.9516179879229725,0.17875877212718314,1394.616874089,19.799999999999997,0,1,0,0.05936816837412662,0.5630565583634176,3.6329723225030084
TC-004678,58.58749599,Female,18.78032264,One year,98.37,1851.16,DSL,Yes,4.59,0,307.6,7.0,Bank transfer,5,12/05/2024,0,1,0,5.5,325.0,5.237929181817294,0.0,1847.4203380968002,0.0,0,1,0,0.05313965297435122,0.04666056724611162,3.126969604554234
TC-003319,58.82786784,Male,2.973299294,Month-to-month,84.41,176.81,Fiber optic,No,1.17,3,349.3,4.5,Electronic check,1,21/05/2024,1,2,1,3.4,19.0,28.389338459917585,1.0089801608784832,250.97619340653998,13.5,1,1,0,0.47740512414456193,0.013860916952967657,4.138135292027012
TC-000209,49.72571529,Female,37.88888065,Two year,69.95,2593.13,Fiber optic,Yes,0.7,2,394.0,7.5,Bank transfer,4,28/06/2024,1,1,1,1.5,108.0,1.8461880847356205,0.05278593523189765,2650.3272014675,15.0,0,0,0,0.02697512272813164,0.010007147962830592,5.632594710507505
TC-000294,54.74403146,Male,58.50229015,Month-to-month,53.99,3147.37,No,Yes,50.89,2,280.3,4.9,Electronic check,2,22/04/2024,1,3,0,17.0,49.0,0.9228698545231225,0.03418669585194008,3158.5386451985,9.8,0,0,0,0.01715400477223841,0.9425819596221522,5.191702167067976
TC-001120,57.75981594,Male,1.0,Month-to-month,64.53,15.78,Fiber optic,No,0.13,1,532.3,6.4,Mailed check,5,17/05/2024,1,5,0,6.4,80.0,64.53,1.0,64.53,6.4,1,0,0,4.089353612167301,0.0020145668681233533,8.248876491554315
TC-004730,42.29016106,Male,52.43151997,One year,53.66,2842.94,Fiber optic,Yes,10.1,5,177.5,5.6,Bank transfer,0,21/06/2024,0,3,1,2.1,195.0,1.0234301815149152,0.09536248430068163,2813.4753615901996,28.0,0,0,0,0.018874826763843063,0.18822213939619828,3.3078643309727918
TC-004395,54.59495797,Male,1.0,Month-to-month,20.61,87.12,DSL,Yes,44.26,3,170.5,8.1,Electronic check,3,18/06/2024,1,2,1,33.7,1.0,20.61,3.0,20.61,24.299999999999997,1,0,0,0.2365702479338843,2.1475012130033964,8.272683163512857
TC-001265,44.54041236,Other,15.193228005,Month-to-month,74.0,7116.04,Fiber optic,Yes,7.62,6,314.2,7.5,Credit card,0,23/05/2024,0,2,0,0.7,48.0,4.870591027505613,0.3949127860139686,1124.29887237,45.0,0,0,0,0.010399042163900148,0.10297297297297298,4.245945945945945
TC-000991,45.12574212,Male,7.743517163,Month-to-month,72.95,534.18,No,Yes,11.75,2,256.5,2.7,Credit card,1,08/06/2024,0,1,0,1.9,182.0,9.42078366515012,0.25828056655654885,564.88957704085,5.4,0,0,1,0.13656445392938713,0.16106922549691569,3.5161069225496915
TC-002318,32.7412022,Female,55.54905589,Month-to-month,73.86,4151.22,Fiber optic,No,6.1,0,210.4,5.9,Electronic check,2,07/06/2024,0,0,0,0.6,86.0,1.3296355593560387,0.0,4102.8532680354,0.0,0,0,0,0.017792359836385448,0.08258868128892499,2.8486325480639048
TC-004241,18.0,Male,2.937896782,Month-to-month,68.62,141.6,Fiber optic,Yes,13.81,1,301.9,6.0,Electronic check,0,25/05/2024,1,2,1,0.3,41.0,23.35684508061114,0.340379555240617,201.59847718084004,6.0,1,0,0,0.48460451977401137,0.2012532789274264,4.399591955698047
TC-003432,62.19338634,Male,47.4136518,Month-to-month,93.54,4241.92,DSL,Yes,4.88,2,196.4,5.8,Credit card,4,09/04/2024,0,0,0,1.4,8.0,1.9728495158856338,0.04218194389321432,4435.072989372,11.6,0,1,0,0.022051335244417623,0.052170194569168264,2.0996365191361983
TC-000354,39.60092205,Female,11.8946296,Month-to-month,47.84,436.44,Fiber optic,Yes,7.51,1,198.4,3.0,Electronic check,4,15/05/2024,0,0,0,0.1,166.0,4.021983164570337,0.08407155444335988,569.039080064,3.0,0,0,1,0.10961415085693338,0.15698160535117056,4.147157190635451
TC-001922,53.21865384,Male,21.3137324,Month-to-month,87.42,1838.2,DSL,No,5.53,2,440.1,1.7,Electronic check,5,05/05/2024,0,3,0,2.5,23.0,4.101581006994345,0.09383621612890289,1863.246486408,3.4,0,1,1,0.04755739310194756,0.06325783573552964,5.034317089910775
TC-001539,24.45124746,Male,47.04430824,Month-to-month,56.11,2736.68,DSL,Yes,42.79,1,213.4,6.5,Electronic check,2,20/06/2024,0,0,0,0.2,198.0,1.1927053898582312,0.021256556582752294,2639.6561353464,6.5,0,0,0,0.02050294517444495,0.7626091605774372,3.8032436285867046
TC-003459,42.28228575,Female,9.106982241,One year,88.59,858.89,Fiber optic,Yes,28.81,2,376.2,7.0,Bank transfer,0,11/06/2024,1,5,0,0.1,6.0,9.727700972245698,0.21961171627149106,806.7875567301901,14.0,0,1,0,0.10314475660445459,0.3252060051924596,4.246528953606502
TC-001490,60.93876155,Female,17.6585404,Month-to-month,73.47,1190.75,DSL,Yes,6.89,3,632.5,5.6,Mailed check,2,15/05/2024,0,1,0,11.8,161.0,4.160593023871893,0.1698894660625518,1297.3729631879999,16.799999999999997,0,0,0,0.06170060885996221,0.09377977405743841,8.608956036477474
TC-003834,20.65537612,Female,1.523018519,Month-to-month,65.77,122.45,Fiber optic,No,29.99,1,342.6,8.4,Mailed check,3,04/06/2024,0,0,0,0.0,29.0,43.1839791699867,0.656590834270742,100.16892799463,8.4,1,0,0,0.5371171906900776,0.455982970959404,5.209061882317166
TC-003723,18.0,Male,8.906409446,Month-to-month,48.33,470.24,No,Yes,25.72,1,288.6,6.2,Bank transfer,0,02/05/2024,0,0,0,1.4,60.0,5.426429168008408,0.11227869166166786,430.44676852517995,6.2,0,0,0,0.10277730520585232,0.5321746327332919,5.971446306641838
TC-001229,56.45818675,Female,5.688137401,Two year,97.99,487.83,DSL,Yes,5.56,3,286.0,6.0,Credit card,4,30/06/2024,0,0,0,3.4,194.0,17.227080341408932,0.5274134199839453,557.3805839239899,18.0,1,1,0,0.2008691552385052,0.05674048372282886,2.9186651699152977
TC-000260,53.6195108,Male,71.2269393,Two year,65.72,4561.94,No,Yes,13.75,0,377.0,1.7,Bank transfer,1,26/05/2024,0,1,0,0.5,290.0,0.9226846000386822,0.0,4681.034450796,0.0,0,0,1,0.014406151768765044,0.20922093730979915,5.736457699330493
TC-003538,29.81396477,Other,29.77309906,One year,56.0,1581.6,DSL,No,5.73,3,108.6,3.9,Credit card,4,15/06/2024,0,1,0,2.5,31.0,1.8808925428671852,0.10076210051074207,1667.29354736,11.7,0,0,1,0.03540718259989884,0.10232142857142858,1.9392857142857143
TC-004731,24.16554871,Female,15.193228005,One year,66.87,7187.57,No,Yes,12.12,5,223.8,4.8,Electronic check,2,28/06/2024,0,0,0,0.9,189.0,4.40130300012568,0.32909398834497383,1015.97115669435,24.0,0,0,0,0.009303561565313452,0.18124719605204126,3.3467922835352177
TC-004789,18.0,Male,9.50340866,One year,60.12,617.22,Fiber optic,No,6.36,2,89.0,5.5,Bank transfer,2,25/06/2024,1,4,0,6.7,5.0,6.3261511896301,0.2104508047115802,571.3449286392,11.0,0,0,0,0.0974044911052785,0.10578842315369262,1.4803725881570193
TC-001834,46.30686248,Female,15.193228005,Month-to-month,69.52,827.48,Fiber optic,No,8.06,3,336.6,8.1,Credit card,2,30/06/2024,0,3,1,6.8,67.0,4.5757228139485155,0.1974563930069843,1056.2332109075999,24.299999999999997,0,0,0,0.08401411514477691,0.1159378596087457,4.841772151898735
TC-002592,35.14047517,Female,6.658471962,Month-to-month,93.74,494.34,No,Yes,2.09,6,377.2,6.0,Mailed check,1,01/05/2024,1,6,1,3.6,29.0,14.078305132915718,0.9011076466555826,624.16516171788,36.0,0,1,0,0.18962657280414288,0.02229571154256454,4.023895882227437
TC-000053,31.84617,Female,6.522006926,Month-to-month,86.68,542.48,No,Yes,5.89,0,93.9,3.1,Credit card,4,23/06/2024,1,6,0,7.0,148.0,13.290387603614759,0.0,565.3275603456801,0.0,0,1,1,0.15978469252322666,0.06795108444854636,1.0832948777111213
TC-002618,43.22993335,Male,24.66581129,Month-to-month,46.42,1041.1,Fiber optic,Yes,4.5,5,226.0,5.8,Mailed check,4,22/06/2024,0,1,0,0.6,42.0,1.8819571533339174,0.20270973215574292,1144.9869600818001,29.0,0,0,0,0.04458745557583326,0.0969409737182249,4.868591124515295
TC-004509,51.86644764,Male,9.375127741,One year,91.11,727.96,Fiber optic,Yes,24.8,1,348.7,7.4,Electronic check,5,24/06/2024,0,0,1,1.0,26.0,9.718267581736622,0.106665213277759,854.16788848251,7.4,0,1,0,0.12515797571295126,0.27219844144440786,3.827241795631654
TC-002237,42.21409602,Unknown,49.20594538,Month-to-month,54.24,2815.01,DSL,Yes,22.0,3,101.2,6.7,Credit card,1,31/05/2024,1,1,0,10.4,40.0,1.102305820589845,0.06096824228926134,2668.9304774112,20.1,0,0,0,0.019268137590985467,0.4056047197640118,1.8657817109144543
TC-003430,58.51984437,Male,11.42402432,Month-to-month,68.28,844.77,Fiber optic,Yes,1.99,1,384.2,8.1,Credit card,3,05/06/2024,0,2,1,1.2,79.0,5.976878032416514,0.08753482765694953,780.0323805695999,8.1,0,0,0,0.08082673390390284,0.02914469830111306,5.626830697129467
TC-003117,39.08596302,Female,1.07451281,Month-to-month,26.1,38.35,Fiber optic,Yes,13.51,3,272.3,4.5,Bank transfer,0,21/06/2024,1,1,1,3.8,38.0,24.29007803080542,2.7919629920466,28.044784341000003,13.5,1,0,0,0.6805736636245111,0.5176245210727969,10.432950191570882
TC-002389,55.35297617,Female,10.06939063,Month-to-month,34.55,287.34,Fiber optic,No,32.97,2,229.4,3.4,Credit card,5,16/05/2024,0,3,0,4.1,53.0,3.4311907512123203,0.19862175115556124,347.89744626649997,6.8,0,0,1,0.12024082967912578,0.9542691751085384,6.639652677279306
TC-001480,35.4381255,Female,19.67117756,Month-to-month,108.5,2195.3,DSL,Yes,49.48,2,323.5,5.3,Bank transfer,1,30/05/2024,0,0,0,2.1,2.0,5.515684034118393,0.10167159509895654,2134.32276526,10.6,0,1,0,0.04942376896096205,0.45603686635944696,2.9815668202764978
TC-001508,56.32957813,Female,47.56372052,Month-to-month,107.87,5000.85,No,Yes,9.46,1,320.9,6.8,Bank transfer,1,18/06/2024,0,3,0,2.8,36.0,2.2679050087059927,0.021024427632390773,5130.6985324924,6.8,0,1,0,0.021570333043382624,0.08769815518679892,2.9748771669602294
TC-001034,51.7079391,Female,2.983787164,Month-to-month,105.48,295.41,Fiber optic,Yes,5.84,1,370.4,8.0,Bank transfer,1,10/06/2024,1,4,0,3.8,10.0,35.35104690865276,0.3351445478636022,314.72987005872005,8.0,1,1,0,0.35706306489286077,0.05536594615092908,3.511566173682214
TC-001098,18.0,Other,43.92280197,Two year,59.16,2577.94,No,No,22.82,3,243.1,5.4,Bank transfer,1,25/06/2024,0,0,1,23.2,71.0,1.3469086066141056,0.06830165347941712,2598.4729645452,16.200000000000003,0,0,0,0.022948555823642133,0.38573360378634214,4.109195402298851
TC-001470,48.66904002,Female,13.56284645,Month-to-month,61.75,851.37,No,No,2.01,3,207.7,5.9,Credit card,2,28/06/2024,0,1,0,1.8,9.0,4.552879089772486,0.22119250638570784,837.5057682875,17.700000000000003,0,0,0,0.07253015727592,0.032550607287449386,3.363562753036437
TC-000544,63.62352931,Female,17.8206348,Month-to-month,59.09,50.81,Fiber optic,Yes,75.2,1,31.1,7.2,Bank transfer,4,21/06/2024,0,0,1,8.3,125.0,3.3158190301952657,0.0561147238144401,1053.021310332,7.2,0,0,0,1.1629600472347963,1.2726349636148249,0.5263157894736842
TC-001047,51.78484318,Female,15.193228005,One year,31.45,2649.19,Fiber optic,No,6.85,2,187.1,6.0,Electronic check,2,04/04/2024,1,6,0,18.3,2.0,2.0700011866898853,0.13163759533798952,477.82702075725,12.0,0,0,0,0.011871553191730302,0.2178060413354531,5.94912559618442
TC-004040,31.66671686,Male,13.68666716,Two year,55.39,876.77,DSL,No,4.18,-5,371.3,3.6,Bank transfer,1,21/05/2024,0,0,0,4.6,75.0,4.047004237955035,-0.3653190321317056,758.1044939924001,-18.0,0,0,1,0.06317506301538602,0.07546488535836793,6.703376060660769
TC-001631,49.27099226,Male,2.774431963,One year,66.86,182.7,Fiber optic,No,10.76,1,292.0,6.1,Credit card,3,04/02/2024,1,7,0,8.5,29.0,24.098626634802795,0.3604341405145497,185.49852104618,6.1,1,0,0,0.36595511767925565,0.1609332934489979,4.367334729285074
TC-000031,32.97440082,Female,34.52887852,Two year,71.14,2373.34,Fiber optic,Yes,3.52,3,375.2,8.2,Mailed check,1,21/06/2024,0,5,0,6.5,302.0,2.060304390100417,0.08688379491567687,2456.3844179128,24.599999999999998,0,0,0,0.029974634902710944,0.04947989879111611,5.2741073938712395
TC-000726,42.22774414,Male,3.74736769,Two year,95.56,333.43,No,No,31.27,0,398.0,2.5,Credit card,4,22/06/2024,1,6,0,6.5,63.0,25.500566772512254,0.0,358.0984564564,0.0,1,1,1,0.28659688690279816,0.3272289660946002,4.164922561741315
TC-001891,50.19426372,Male,14.72870255,Month-to-month,48.27,851.61,Fiber optic,No,8.18,4,71.9,3.9,Credit card,4,22/06/2024,0,0,0,3.6,131.0,3.2772744127418068,0.27157857159658644,710.9544720885,15.6,0,0,1,0.05668087504843767,0.16946343484565982,1.489538015330433
TC-002139,23.41339387,Female,38.03080078,Month-to-month,107.77,4026.32,No,Yes,5.56,2,417.6,4.9,Bank transfer,4,28/06/2024,1,9,1,15.4,32.0,2.8337557398127444,0.05258895313747322,4098.5794000606,9.8,0,1,0,0.026766377237775436,0.051591351953233736,3.874918808573815
TC-003981,62.43844279,Male,4.871636211,Month-to-month,73.93,370.12,Fiber optic,No,0.4,2,444.4,7.5,Credit card,0,25/06/2024,0,2,0,5.8,365.0,15.175599490181227,0.4105396859240153,360.16006507923004,15.0,1,0,0,0.19974602831514104,0.005410523468145543,6.011091573109698
TC-001427,72.84310695,Male,1.743906857,Month-to-month,102.04,66.15,DSL,Yes,1.2,1,399.7,6.6,Electronic check,1,07/06/2024,0,0,0,15.5,84.0,58.512299318288655,0.5734251207201945,177.94825568828003,6.6,1,1,0,1.5425547996976567,0.011760094080752645,3.9170913367306937
TC-003750,19.88801802,Male,6.646073411,Month-to-month,85.58,599.8,No,Yes,20.46,4,242.1,5.9,Electronic check,1,03/04/2024,1,0,0,16.5,20.0,12.87677621170351,0.6018591358590095,568.7709625133799,23.6,0,1,0,0.14268089363121042,0.2390745501285347,2.828931993456415
TC-000437,66.42923318,Female,14.94919645,Month-to-month,65.2,1161.0,Fiber optic,Yes,18.52,3,378.3,9.4,Bank transfer,1,09/06/2024,1,5,1,2.4,21.0,4.36143843704723,0.20067968268622224,974.68760854,28.200000000000003,0,0,0,0.05615848406546081,0.2840490797546012,5.802147239263804
TC-002518,18.0,Male,21.04641494,Month-to-month,81.06,1651.24,No,No,8.41,3,350.2,6.3,Bank transfer,3,30/06/2024,1,3,1,10.9,21.0,3.8514873070349154,0.14254209130403092,1706.0223950364,18.9,0,0,0,0.04909038056248637,0.10375030841352084,4.320256600049346
TC-000913,45.74075526,Male,15.193228005,Month-to-month,90.09,6612.7,DSL,No,4.62,4,189.3,2.6,Bank transfer,2,26/06/2024,0,1,0,0.5,59.0,5.929615481999739,0.26327519067597904,1368.75791097045,10.4,0,1,1,0.013623784535817442,0.05128205128205128,2.1012321012321014
TC-004266,49.40340307,Male,5.99132824,One year,78.31,526.86,DSL,Yes,19.78,2,421.1,7.2,Electronic check,2,10/06/2024,0,0,0,7.9,299.0,13.070557456221094,0.3338157950765188,469.18091447439997,14.4,1,0,0,0.14863531108833467,0.25258587664410675,5.377346443621504
TC-004328,55.50799616,Male,62.43865382,Two year,55.84,3638.33,Fiber optic,Yes,29.32,1,333.1,3.1,Bank transfer,2,18/06/2024,1,6,0,2.1,42.0,0.8943178076993333,0.016015720051922158,3486.5744293088,3.1,0,0,1,0.015347700730829805,0.5250716332378224,5.965257879656161
TC-004558,47.40246276,Female,3.683953634,Month-to-month,89.46,320.65,No,Yes,15.31,2,473.8,6.6,Electronic check,2,17/06/2024,0,2,0,1.5,2.0,24.283693251281566,0.5428949977930151,329.56649209764,13.2,1,1,0,0.27899578980196477,0.17113793874357255,5.296221775095015
TC-004861,34.86306834,Male,13.58763562,Month-to-month,26.8,417.95,DSL,Yes,13.14,2,185.6,7.1,Electronic check,0,04/06/2024,1,2,1,3.1,45.0,1.972381417157844,0.1471926430714809,364.14863461600004,14.2,0,0,0,0.06412250269170953,0.49029850746268655,6.925373134328358
TC-002332,40.92601122,Female,19.87386834,Two year,79.68,1409.82,Fiber optic,No,0.82,2,228.7,6.8,Electronic check,2,18/06/2024,0,0,0,2.5,135.0,4.00928488791629,0.10063466084127233,1583.5498293312003,13.6,0,0,0,0.056517853342979964,0.010291164658634536,2.8702309236947787
TC-004747,44.07967776,Male,12.73729342,Two year,71.98,1141.88,Fiber optic,No,10.16,3,173.2,4.6,Electronic check,0,02/05/2024,1,2,0,3.0,13.0,5.651122073310925,0.2355288444002886,916.8303803716001,13.799999999999999,0,0,0,0.06303639611868148,0.14115031953320367,2.4062239510975267
TC-001239,50.53474619,Male,6.816565428,Month-to-month,71.35,432.22,DSL,Yes,1.56,0,171.3,7.4,Bank transfer,2,29/06/2024,0,0,0,0.8,151.0,10.46714811933292,0.0,486.36194328779993,0.0,0,0,0,0.16507796955254267,0.021864050455501053,2.4008409250175196
TC-000904,61.17677794,Male,30.11268064,Month-to-month,20.09,390.45,DSL,Yes,63.77,3,462.1,8.5,Bank transfer,4,22/06/2024,0,1,0,2.7,47.0,0.6671607964823154,0.09962580335723974,604.9637540576,25.5,0,0,0,0.05145345114611346,3.174216027874565,23.001493280238925
TC-001838,43.62839559,Female,11.53176475,Month-to-month,28.76,267.38,No,Yes,16.8,3,300.4,3.2,Credit card,5,29/05/2024,0,3,0,0.6,93.0,2.4939808106994206,0.2601509885986878,331.65355421000004,9.600000000000001,0,0,1,0.1075622709252749,0.5841446453407511,10.445062586926285
TC-003209,55.50597883,Female,55.34365687,Month-to-month,15.0,980.63,DSL,Yes,22.5,4,245.3,6.4,Bank transfer,4,11/06/2024,1,4,0,5.0,69.0,0.271033770595145,0.07227567215870534,830.1548530499999,25.6,0,0,0,0.015296289120259425,1.5,16.353333333333335
TC-004255,45.50772039,Male,15.193228005,Two year,101.07,12178.83,No,Yes,14.12,3,379.0,7.0,Mailed check,1,27/06/2024,0,1,0,1.1,34.0,6.652305880405301,0.1974563930069843,1535.57955446535,21.0,0,1,0,0.008298826734587804,0.139705154843178,3.7498763233402594
TC-000508,29.04013845,Female,26.78894408,Month-to-month,67.03,1709.43,DSL,No,56.85,2,394.1,6.0,Credit card,3,16/06/2024,1,5,1,44.4,3.0,2.5021516264257326,0.0746576645211318,1795.6629216824,12.0,0,0,0,0.039211901043037733,0.8481277040131284,5.879456959570342
TC-004351,18.0,Female,59.11197852,Month-to-month,37.17,2093.66,No,Yes,1.12,0,339.7,7.6,Mailed check,2,22/06/2024,0,2,0,0.1,131.0,0.6288065622338097,0.0,2197.1922415884,0.0,0,0,0,0.017753598960671746,0.030131826741996236,9.139090664514393
TC-000184,49.23708623,Male,17.58168952,Month-to-month,58.0,844.56,Fiber optic,No,38.9,5,383.7,5.3,Bank transfer,5,28/06/2024,0,1,0,5.4,20.0,3.2988866021108074,0.2843867760440351,1019.7379921600001,26.5,0,0,0,0.06867481292033722,0.6706896551724137,6.61551724137931
TC-004152,58.91670376,Female,14.22848891,Month-to-month,94.72,1281.79,DSL,Yes,1.34,0,92.1,8.3,Bank transfer,4,29/06/2024,0,1,0,2.9,40.0,6.657066720094875,0.0,1347.7224695552,0.0,0,1,0,0.07389666013933639,0.01414695945945946,0.972339527027027
TC-001498,60.12549346,Female,44.76460772,Month-to-month,116.76,5116.69,Fiber optic,Yes,2.33,4,422.7,4.0,Mailed check,5,29/06/2024,1,3,0,5.1,20.0,2.6083105816614536,0.08935630632618889,5226.7155973872,16.0,0,1,1,0.02281943991134894,0.019955464200068516,3.6202466598150047
TC-003306,57.92056447,Male,12.99059916,Month-to-month,53.38,681.46,Fiber optic,No,35.73,0,407.2,6.0,Electronic check,1,29/06/2024,0,1,0,2.8,238.0,4.109125325363361,0.0,693.4381831608,0.0,0,0,0,0.07833181698118745,0.6693518171599849,7.628325215436493
TC-000322,50.92735538,Female,60.2470639,Two year,84.0,5014.24,Fiber optic,Yes,30.33,1,315.1,5.9,Bank transfer,4,26/06/2024,0,2,0,1.7,125.0,1.3942588163205079,0.016598319241910808,5060.7533676,5.9,0,1,0,0.016752289479562206,0.36107142857142854,3.7511904761904766
TC-001841,40.07193733,Female,2.80455401,Two year,30.49,8.95,No,Yes,25.05,0,102.8,2.3,Bank transfer,5,04/06/2024,0,1,0,5.5,76.0,10.871603788439788,0.0,85.5108517649,0.0,1,0,1,3.4067039106145254,0.8215808461790751,3.37159724499836
TC-002716,18.0,Male,23.60760313,One year,24.61,689.03,No,Yes,1.44,4,476.8,4.0,Mailed check,0,12/02/2024,0,2,1,7.1,352.0,1.0424607642071964,0.16943693851396932,580.9831130293001,16.0,0,0,1,0.03571687734931716,0.05851279967492889,19.374238114587566
TC-004664,34.93026418,Female,8.724957166,Month-to-month,36.64,412.2,Fiber optic,No,1.46,1,457.0,6.4,Credit card,0,14/06/2024,0,0,0,1.0,160.0,4.199447550617351,0.11461374319370499,319.68243056224,6.4,0,0,0,0.08888888888888889,0.0398471615720524,12.472707423580786
TC-003709,48.36100292,Male,23.13512268,One year,53.63,1306.44,No,No,1.91,3,282.7,2.7,Credit card,3,11/06/2024,1,1,1,4.1,16.0,2.318120406872206,0.1296729670075819,1240.7366293283999,8.100000000000001,0,0,1,0.041050488350019905,0.03561439492821182,5.271303374976692
TC-001845,44.39784588,Male,46.17072102,One year,72.33,3352.19,Fiber optic,No,8.77,2,289.1,7.1,Bank transfer,4,21/04/2024,1,6,0,5.1,92.0,1.5665772247452763,0.043317495499662004,3339.5282513766,14.2,0,0,0,0.02157693925463652,0.12124982718097607,3.996958385179041
TC-001910,44.14414642,Female,4.94592522,Month-to-month,44.05,266.7,DSL,Yes,12.38,1,309.3,6.3,Mailed check,4,15/06/2024,0,1,0,1.1,18.0,8.906321474872602,0.20218663961118277,217.868005941,6.3,1,0,0,0.1651668541432321,0.28104426787741205,7.021566401816119
TC-004557,26.91597936,Female,2.641086998,Month-to-month,40.64,28.26,Fiber optic,Yes,15.24,2,543.6,7.6,Credit card,1,29/06/2024,0,1,0,0.6,135.0,15.387603676355685,0.7572639604505751,107.33377559872,15.2,1,0,0,1.438075017692852,0.375,13.375984251968504
TC-001552,38.94489375,Female,6.648234495,Two year,99.17,711.34,DSL,Yes,29.22,3,51.0,5.6,Mailed check,2,16/05/2024,0,1,0,3.4,27.0,14.9167421929211,0.451247621042284,659.30541486915,16.799999999999997,0,1,0,0.13941293896027215,0.2946455581324997,0.5142684279520016
